timestamp,close
2024-03-27 19:00:00,68761.6
2024-03-27 19:30:00,68652.0
2024-03-27 20:00:00,69007.99
2024-03-27 20:30:00,68906.02
2024-03-27 21:00:00,69194.0
2024-03-27 21:30:00,68941.99
2024-03-27 22:00:00,69324.6
2024-03-27 22:30:00,69440.14
2024-03-27 23:00:00,69194.0
2024-03-27 23:30:00,69469.99
2024-03-28 00:00:00,69821.63
2024-03-28 00:30:00,69682.0
2024-03-28 01:00:00,69424.01
2024-03-28 01:30:00,69442.6
2024-03-28 02:00:00,69449.71
2024-03-28 02:30:00,69146.89
2024-03-28 03:00:00,69268.0
2024-03-28 03:30:00,69290.0
2024-03-28 04:00:00,69661.02
2024-03-28 04:30:00,69717.22
2024-03-28 05:00:00,69811.2
2024-03-28 05:30:00,69714.2
2024-03-28 06:00:00,70077.18
2024-03-28 06:30:00,70363.74
2024-03-28 07:00:00,70346.01
2024-03-28 07:30:00,70399.03
2024-03-28 08:00:00,70496.01
2024-03-28 08:30:00,70578.1
2024-03-28 09:00:00,70656.0
2024-03-28 09:30:00,70566.0
2024-03-28 10:00:00,70349.19
2024-03-28 10:30:00,70800.0
2024-03-28 11:00:00,70758.0
2024-03-28 11:30:00,70647.18
2024-03-28 12:00:00,70521.11
2024-03-28 12:30:00,70839.16
2024-03-28 13:00:00,71020.0
2024-03-28 13:30:00,70877.98
2024-03-28 14:00:00,71042.0
2024-03-28 14:30:00,71537.97
2024-03-28 15:00:00,71063.98
2024-03-28 15:30:00,71290.39
2024-03-28 16:00:00,70935.08
2024-03-28 16:30:00,70686.95
2024-03-28 17:00:00,70700.0
2024-03-28 17:30:00,70791.17
2024-03-28 18:00:00,70901.66
2024-03-28 18:30:00,70550.0
2024-03-28 19:00:00,70693.99
2024-03-28 19:30:00,70798.26
2024-03-28 20:00:00,70621.11
2024-03-28 20:30:00,70674.08
2024-03-28 21:00:00,70881.1
2024-03-28 21:30:00,70781.81
2024-03-28 22:00:00,70800.0
2024-03-28 22:30:00,70848.01
2024-03-28 23:00:00,70926.82
2024-03-28 23:30:00,70780.6
2024-03-29 00:00:00,70745.39
2024-03-29 00:30:00,70735.8
2024-03-29 01:00:00,70855.51
2024-03-29 01:30:00,70790.01
2024-03-29 02:00:00,70661.1
2024-03-29 02:30:00,70619.27
2024-03-29 03:00:00,70304.97
2024-03-29 03:30:00,70442.22
2024-03-29 04:00:00,70498.0
2024-03-29 04:30:00,70365.05
2024-03-29 05:00:00,70347.5
